date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:26:19	77040/77040	---M-Z	200	added ('OK')	text/html	etag:%2212cf0-5ed990e76d000-gzip%22	https://designreset.com/cork/html/modern-light-menu/form-markdown.html	/home/erp-11/websites/cork/designreset.com/cork/html/modern-light-menu/form-markdown.html	(from https://designreset.com/cork/html/modern-light-menu/table-basic.html)
16:26:20	79930/79930	---M-Z	200	added ('OK')	text/html	etag:%221383a-5ed990e76d000-gzip%22	https://designreset.com/cork/html/modern-light-menu/form-date-time-picker.html	/home/erp-11/websites/cork/designreset.com/cork/html/modern-light-menu/form-date-time-picker.html	(from https://designreset.com/cork/html/modern-light-menu/table-basic.html)
16:26:21	99309/99309	---M-Z	200	added ('OK')	text/html	etag:%22183ed-5ed990e76d000-gzip%22	https://designreset.com/cork/html/modern-light-menu/form-slider.html	/home/erp-11/websites/cork/designreset.com/cork/html/modern-light-menu/form-slider.html	(from https://designreset.com/cork/html/modern-light-menu/table-basic.html)
16:26:22	81844/81844	---M-Z	200	added ('OK')	text/html	etag:%2213fb4-5ed990e76d000-gzip%22	https://designreset.com/cork/html/modern-light-menu/form-clipboard.html	/home/erp-11/websites/cork/designreset.com/cork/html/modern-light-menu/form-clipboard.html	(from https://designreset.com/cork/html/modern-light-menu/table-basic.html)
16:26:23	102025/102025	---M-Z	200	added ('OK')	text/html	etag:%2218e89-5ed990e76d000-gzip%22	https://designreset.com/cork/html/modern-light-menu/form-autoComplete.html	/home/erp-11/websites/cork/designreset.com/cork/html/modern-light-menu/form-autoComplete.html	(from https://designreset.com/cork/html/modern-light-menu/table-basic.html)
16:26:24	130728/130728	---M-Z	200	added ('OK')	text/html	etag:%221fea8-5ed990e39c700-gzip%22	https://designreset.com/cork/html/modern-light-menu/user-account-settings.html	/home/erp-11/websites/cork/designreset.com/cork/html/modern-light-menu/user-account-settings.html	(from https://designreset.com/cork/html/modern-light-menu/table-basic.html)
16:26:25	95057/95057	---M-Z	200	added ('OK')	text/html	etag:%2217351-5ed990e39c700-gzip%22	https://designreset.com/cork/html/modern-light-menu/pages-knowledge-base.html	/home/erp-11/websites/cork/designreset.com/cork/html/modern-light-menu/pages-knowledge-base.html	(from https://designreset.com/cork/html/modern-light-menu/table-basic.html)
16:26:26	95688/95688	---M-Z	200	added ('OK')	text/html	etag:%22175c8-5ed990e39c700-gzip%22	https://designreset.com/cork/html/modern-light-menu/pages-faq.html	/home/erp-11/websites/cork/designreset.com/cork/html/modern-light-menu/pages-faq.html	(from https://designreset.com/cork/html/modern-light-menu/table-basic.html)
16:26:27	82902/82902	---M-Z	200	added ('OK')	text/html	etag:%22143d6-5ed990e39c700-gzip%22	https://designreset.com/cork/html/modern-light-menu/pages-contact-us.html	/home/erp-11/websites/cork/designreset.com/cork/html/modern-light-menu/pages-contact-us.html	(from https://designreset.com/cork/html/modern-light-menu/table-basic.html)
16:26:28	3102/3102	---M-Z	200	added ('OK')	text/html	etag:%22c1e-5ec0cd6057d80-gzip%22	https://designreset.com/cork/html/modern-light-menu/pages-error404.html	/home/erp-11/websites/cork/designreset.com/cork/html/modern-light-menu/pages-error404.html	(from https://designreset.com/cork/html/modern-light-menu/table-basic.html)
16:26:29	3058/3058	---M-Z	200	added ('OK')	text/html	etag:%22bf2-5ec0cd6240200-gzip%22	https://designreset.com/cork/html/modern-light-menu/pages-maintenence.html	/home/erp-11/websites/cork/designreset.com/cork/html/modern-light-menu/pages-maintenence.html	(from https://designreset.com/cork/html/modern-light-menu/table-basic.html)
16:26:30	7563/7563	---M-Z	200	added ('OK')	text/html	etag:%221d8b-5ec0cd69e1400-gzip%22	https://designreset.com/cork/html/modern-light-menu/auth-boxed-signup.html	/home/erp-11/websites/cork/designreset.com/cork/html/modern-light-menu/auth-boxed-signup.html	(from https://designreset.com/cork/html/modern-light-menu/table-basic.html)
16:26:31	3505/3505	---M-Z	200	added ('OK')	text/html	etag:%22db1-5ec0cd67f8f80-gzip%22	https://designreset.com/cork/html/modern-light-menu/auth-boxed-password-reset.html	/home/erp-11/websites/cork/designreset.com/cork/html/modern-light-menu/auth-boxed-password-reset.html	(from https://designreset.com/cork/html/modern-light-menu/table-basic.html)
16:26:32	4830/4830	---M-Z	200	added ('OK')	text/html	etag:%2212de-5ec0cd67f8f80-gzip%22	https://designreset.com/cork/html/modern-light-menu/auth-boxed-2-step-verification.html	/home/erp-11/websites/cork/designreset.com/cork/html/modern-light-menu/auth-boxed-2-step-verification.html	(from https://designreset.com/cork/html/modern-light-menu/table-basic.html)
16:26:33	7959/7959	---M-Z	200	added ('OK')	text/html	etag:%221f17-5ec0cd69e1400-gzip%22	https://designreset.com/cork/html/modern-light-menu/auth-cover-signin.html	/home/erp-11/websites/cork/designreset.com/cork/html/modern-light-menu/auth-cover-signin.html	(from https://designreset.com/cork/html/modern-light-menu/table-basic.html)
16:26:35	8430/8430	---M-Z	200	added ('OK')	text/html	etag:%2220ee-5ec0cd69e1400-gzip%22	https://designreset.com/cork/html/modern-light-menu/auth-cover-signup.html	/home/erp-11/websites/cork/designreset.com/cork/html/modern-light-menu/auth-cover-signup.html	(from https://designreset.com/cork/html/modern-light-menu/table-basic.html)
16:26:36	5057/5057	---M-Z	200	added ('OK')	text/html	etag:%2213c1-5ec0cd69e1400-gzip%22	https://designreset.com/cork/html/modern-light-menu/auth-cover-lockscreen.html	/home/erp-11/websites/cork/designreset.com/cork/html/modern-light-menu/auth-cover-lockscreen.html	(from https://designreset.com/cork/html/modern-light-menu/table-basic.html)
16:26:37	4407/4407	---M-Z	200	added ('OK')	text/html	etag:%221137-5ec0cd69e1400-gzip%22	https://designreset.com/cork/html/modern-light-menu/auth-cover-password-reset.html	/home/erp-11/websites/cork/designreset.com/cork/html/modern-light-menu/auth-cover-password-reset.html	(from https://designreset.com/cork/html/modern-light-menu/table-basic.html)
16:26:38	5719/5719	---M-Z	200	added ('OK')	text/html	etag:%221657-5ec0cd69e1400-gzip%22	https://designreset.com/cork/html/modern-light-menu/auth-cover-2-step-verification.html	/home/erp-11/websites/cork/designreset.com/cork/html/modern-light-menu/auth-cover-2-step-verification.html	(from https://designreset.com/cork/html/modern-light-menu/table-basic.html)
16:26:40	51/51	---MCZ	200	added ('OK')	text/plain	date:Thu,%2026%20Sep%202024%2010:56:39%20GMT	https://fonts.googleapis.com/robots.txt		(from https://designreset.com/cork/html/modern-light-menu/table-basic.html)
16:26:41	18338/18338	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Sep%202024%2010:56:40%20GMT	https://designreset.com/cork/html/modern-light-menu/assets/img/product-1.jpg	/home/erp-11/websites/cork/designreset.com/cork/html/modern-light-menu/assets/img/product-1.jpg	(from https://designreset.com/cork/html/modern-light-menu/component-splide.html)
16:26:42	18338/18338	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Sep%202024%2010:56:41%20GMT	https://designreset.com/cork/html/modern-light-menu/assets/img/product-2.jpg	/home/erp-11/websites/cork/designreset.com/cork/html/modern-light-menu/assets/img/product-2.jpg	(from https://designreset.com/cork/html/modern-light-menu/component-splide.html)
16:26:42	18338/18338	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Sep%202024%2010:56:42%20GMT	https://designreset.com/cork/html/modern-light-menu/assets/img/product-3.jpg	/home/erp-11/websites/cork/designreset.com/cork/html/modern-light-menu/assets/img/product-3.jpg	(from https://designreset.com/cork/html/modern-light-menu/component-splide.html)
